FAMILIA,RESISTENCIA,TRAT.SUPERFICIAL,DIA,MES,ANO,PECA_EMPENADA/TORTA,MISTURA,OXIDACAO,TRAT.SUPERFICIAL.1,TRINCA,SEM_PROJECAO,SEM_SERRILHA,CABECA_DIMENSIONAL_MAIOR_QUE_ESPEC,CABECA_DIMENSIONAL_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CABECA,REBARBA_CABECA,SEM_CHANFRO,CHANFRO_COMPRIMENTO_MAIOR_QUE_ESPEC,CHANFRO_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CHANFRO,REBARBA_CHANFRO,CHAVE_ARREDONDADA,EXCESSO_TRATAMENTO_SUPERFICIAL_CHAVE,CHAVE_DIMENSIONAL_MAIOR_QUE_ESPEC,CHAVE_DIMENSIONAL_MENOR_ESPEC,DEFORMACAO_(BATIDA)_CHAVE,REBARBA_CHAVE,FLANGE_DIAMETRO_MAIOR_ESPEC,FLANGE_DIAMETRO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_FLANGE,FALTA_MATERIAL_FLANGE,REBARBA_FLANGE,DEFORMACAO_(BATIDA)_CORPO,FALTA_MATERIAL_CORPO,SEM_PONTA,PONTA_COMPRIMENTO_MAIOR_QUE_ESPEC,PONTA_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_PONTA,REBARBA_PONTA,SEM_RECARTILHO,RECARTILHO_CURTO,RECARTILHO_COMPRIDO,DEFORMACAO_(BATIDA)_RECARTILHO,EXCESSO_TRATAMENTO_SUPERFICIAL_ROSCA,SEM_ROSCA,FALTA_DE_FILETES_DE_ROSCA,SOBRA_DE_FILETES_DE_ROSCA,ROSCA_SOBRE_O_CORPO,ROSCA_INCLINADA,DEFORMACAO_(BATIDA)_ROSCA,OBSTRUIDA/FECHADA,FALTA_DE_MATERIAL(ARRUELA),ARRUELA_MAIOR_QUE_A_ESPECIFICACAO,ARRUELA_MENOR_QUE_A_ESPECIFICACAO,SEM_ARRUELA,QTD._MENOR_QUE_O_ESPECIFICADO,QTD._MAIOR_QUE_O_ESPECIFICADO,ARRUELA_TROCADA,ARRUELA_DEFORMADA/BATIDA,TOTAL_DEFEITOS,USINA,QTD_SELECIONADA,MAQUINA,BITOLA,COMPRIMENTO,FAMILIA_ROT,RESISTENCIA_ROT,TRAT_SUPERFICIAL_ROT,USINA_ROT,MATERIA_PRIMA,MATERIA_PRIMA_ROT,MAQUINA_ROT,LOTE_COM_PROBLEMA,TIPO_DEFEITO
PARAF ALLEN,8.8,ZB CR3,12,12,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,7,BELGO,1147,CELULA27 BF13B3S,6.0,16.0,3,10,9,1,PL22,17,36,1,TRINCA
PARAF FRANCES,8.8,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,12000,CELULA13 CH4KM.A,10.0,40.0,12,10,10,2,10B21,6,22,0,SEM_DEFEITO
PARAF FLANG,8.8,ZB CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,6500,CELULA 54 SP38,14.22,42.2,7,10,9,2,10B33,7,10,0,SEM_DEFEITO
PARAF ALLEN,10.9,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,866,CELULA24 BF13B3S,5.0,35.0,3,2,11,1,PL30,18,33,0,SEM_DEFEITO
PARAF ALLEN,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,9741,CELULA24 BF13B3S,6.0,35.0,3,10,5,1,PL22,17,33,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,6850,CELULA38 HBF-408,6.0,25.0,2,10,5,3,1030,5,45,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,9028,CELULA50 SP18,6.0,18.0,7,10,5,2,10B33,7,50,0,SEM_DEFEITO
PARAF FRANCES,8.8,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,16600,CELULA13 CH4KM.A,10.0,40.0,12,10,10,2,10B21,6,22,0,SEM_DEFEITO
PARAF SEXT,10.9,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,15990,CELULA14 BF13B3S,8.0,20.0,15,2,4,2,10B33,7,23,0,SEM_DEFEITO
PARAF FLANG,12.9,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,7500,CELULA39 SP38EL,12.0,82.0,7,4,4,1,PL41,19,46,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,7462,CELULA 54 SP38,10.0,50.0,7,2,5,1,PL41,19,10,0,SEM_DEFEITO
PARAF FLANG,10.9,POLIDO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,17485,CELULA 54 SP38,10.0,50.0,7,2,7,1,PL41,19,10,0,SEM_DEFEITO
PARAF FLANG,9.8,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,6001,CELULA 42 SP38,8.0,50.0,7,11,4,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,17550,CELULA35 SP27,8.0,25.0,7,2,10,2,10B33,7,43,0,SEM_DEFEITO
PARAF FLANG,8.8,ZB CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,13800,CELULA 54 SP38,14.22,42.2,7,10,9,2,10B33,7,10,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7649,CELULA30 SP27,8.0,22.0,7,10,11,3,1030,5,39,0,SEM_DEFEITO
PARAF ALLEN,8.8,GEOMET,12,12,2025,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,DUFERCO,5815,CELULA26 SP27,8.0,20.0,3,10,5,2,10B21,6,35,1,MISTURA
PARAF SEXT,10.9,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3201,CELULA14 BF13B3S,8.0,28.0,15,2,4,3,1030,5,23,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,ZNNI TRANSP,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,9842,CELULA38 HBF-408,6.0,20.0,2,10,12,3,1030,5,45,0,SEM_DEFEITO
PARAF SEXT,8.8,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4800,CELULA08 CH4,12.0,75.0,15,10,11,3,1030,5,17,0,SEM_DEFEITO
PARAF ALLEN,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,8455,CELULA27 BF13B3S,6.0,25.0,3,10,5,1,PL22,17,36,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8500,CELULA31 SP37CR,10.0,45.0,7,2,10,3,1030,5,40,0,SEM_DEFEITO
PARAF SEXT,10.9,ZB CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5000,CELULA09 CH4,11.11,57.15,15,2,9,3,1030,5,18,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,5000,CELULA31 SP37CR,12.0,30.0,7,2,5,2,10B33,7,40,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3500,CELULA 42 SP38,8.0,70.0,7,2,5,3,5137,10,3,0,SEM_DEFEITO
PARAF ALLEN,10.9,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,7000,CELULA25 BF13B4S,10.0,25.0,3,2,4,2,10B33,7,34,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,17000,CELULA50 SP18,6.0,18.0,7,10,5,2,10B33,7,50,0,SEM_DEFEITO
PARAF FLANG,12.9,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,5400,CELULA39 SP38EL,12.0,82.0,7,4,4,1,PL41,19,46,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,1000,CELULA48 SP250,6.0,14.0,7,10,11,2,10B33,7,48,0,SEM_DEFEITO
PARAF 6 LOBE EXT,8.8,ZB CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2000,CELULA23 BF19-4S,8.0,50.0,1,10,9,3,1030,5,32,0,SEM_DEFEITO
PORCA SOLDA,C8,POLIDO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,22000,CP-06 BFNF19B,8.0,0.0,23,14,7,2,10B21,6,57,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,1800,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,2500,CELULA31 SP37CR,12.0,30.0,7,2,5,2,10B33,7,40,0,SEM_DEFEITO
PARAF SEXT,10.9,ZB CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4969,CELULA09 CH4,11.11,57.15,15,2,9,3,1030,5,18,0,SEM_DEFEITO
PARAF ALLEN,10.9,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3030,CELULA25 BF13B4S,10.0,25.0,3,2,4,2,10B33,7,34,0,SEM_DEFEITO
PARAF FLANG,12.9,MICRO FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3500,CELULA39 SP38EL,12.0,55.0,7,4,6,3,5137,10,46,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,36328,CELULA50 SP18,6.0,18.0,7,10,5,2,10B33,7,50,0,SEM_DEFEITO
PARAF FLANG,9.8,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,17020,CELULA 42 SP38,8.0,35.0,7,11,4,3,5137,10,3,0,SEM_DEFEITO
PARAF DODEC EXT,10.9,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3550,CELULA52 BF19-4S,12.0,45.0,5,2,11,2,4140,9,51,0,SEM_DEFEITO
PARAF DODEC EXT,10.9,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3166,CELULA52 BF19-4S,12.0,45.0,5,2,11,2,4140,9,51,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,6475,CELULA 42 SP38,8.0,70.0,7,2,5,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,9.8,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8035,CELULA31 SP37CR,10.0,50.0,7,11,4,3,1030,5,40,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,5191,CELULA48 SP250,6.0,14.0,7,10,11,2,10B33,7,48,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,4458,CELULA31 SP37CR,10.0,80.0,7,2,10,2,10B33,7,40,0,SEM_DEFEITO
PARAF 6 LOBE EXT,8.8,ZB CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,11400,CELULA23 BF19-4S,8.0,50.0,1,10,9,3,1030,5,32,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,12050,CELULA31 SP37CR,10.0,45.0,7,2,10,3,1030,5,40,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2300,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FRANCES,8.8,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,8954,CELULA13 CH4KM.A,10.0,40.0,12,10,10,2,10B21,6,22,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,12,12,2025,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DUFERCO,28452,CELULA35 SP27,8.0,25.0,7,2,10,2,10B33,7,43,1,TRAT.SUPERFICIAL.1
PARAF ALLEN,4.8,ZNNI PRETO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,8200,CELULA38 HBF-408,6.0,16.0,3,6,11,2,10B33,7,45,0,SEM_DEFEITO
PARAF SOLDA,8.8,DEC/OLEADO,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,21720,CELULA11 CH2-LA,6.0,14.0,16,10,1,1,PL22,17,20,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7500,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10000,CELULA50 SP18,6.0,20.0,7,10,5,2,10B33,7,50,0,SEM_DEFEITO
PORCA SOLDA,C8,POLIDO,12,12,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DUFERCO,27001,CP-06 BFNF19B,8.0,0.0,23,14,7,2,10B21,6,57,1,MISTURA
PARAF FLANG,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,45600,CELULA50 SP18,6.0,18.0,7,10,5,2,10B33,7,50,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,11000,CELULA31 SP37CR,10.0,40.0,7,2,10,3,1030,5,40,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4500,CELULA31 SP37CR,10.0,65.0,7,2,4,3,1030,5,40,0,SEM_DEFEITO
PARAF SEXT,8.8,FOSF,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,31260,CELULA14 BF13B3S,8.0,22.0,15,10,4,1,PL22,17,23,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4800,CELULA 42 SP38,8.0,80.0,7,10,5,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,12,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,20348,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3010,CELULA31 SP37CR,10.0,40.0,7,2,10,3,1030,5,40,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3655,CELULA31 SP37CR,10.0,65.0,7,2,4,3,1030,5,40,0,SEM_DEFEITO
PARAF FLANG,12.9,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,1700,CELULA39 SP38EL,12.0,82.0,7,4,4,1,PL41,19,46,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5200,CELULA 42 SP38,8.0,80.0,7,10,5,3,5137,10,3,0,SEM_DEFEITO
